blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,blueGoldPerMin,redWardsPlaced,redWardsDestroyed,redFirstBlood,redKills,redDeaths,redAssists,redEliteMonsters,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalExperience,redTotalMinionsKilled,redTotalJungleMinionsKilled,redCSPerMin,redGoldPerMin,blue_objective_share,blue_vision_share,blue_kill_share,log_blueTotalGold,log_blueTotalExperience,log_redTotalGold,log_redTotalExperience,log_blueGoldPerMin,log_redGoldPerMin
16,2,0,6,8,9,1,1,0,0,15666,6.4,16073,208,39,-2468,-2552,20.8,1566.6,13,2,1,8,6,6,1,0,1,0,18134,7.2,18625,231,60,23.1,1813.4,0.5,0.5517241379310345,0.42857142857142855,9.659311868393488,9.684958338772663,9.805599051717003,9.832313733081604,7.357301066325476,7.503510113533433
19,1,0,1,6,1,0,0,0,0,13719,6.4,15044,213,31,-3247,-3783,21.3,1371.9,14,2,1,6,1,5,2,1,1,0,16966,7.2,18827,237,58,23.7,1696.6,0.0,0.5757575757575758,0.14285714285714285,9.526609901279876,9.618800989064146,9.73902556004294,9.843100402521033,7.224680569903559,7.436970767859719
16,1,0,8,5,8,1,1,0,0,17405,7.2,19297,229,46,1198,197,22.9,1740.5,36,3,1,5,8,1,0,0,0,0,16207,7.2,19100,237,64,23.7,1620.7,1.0,0.3076923076923077,0.6153846153846154,9.76457025334946,9.86775674258033,9.693260226488464,9.857495968685136,7.462502089806056,7.391230260725329
16,6,1,5,4,9,0,0,0,0,16415,6.8,17645,247,37,1626,747,24.7,1641.5,17,2,0,4,5,5,1,1,0,0,14789,7.0,16898,203,51,20.3,1478.9,0.0,0.48484848484848486,0.5555555555555556,9.706011747970496,9.77826440778205,9.601706555704846,9.735009727562824,7.403974750358765,7.299729796907802
15,3,0,12,9,11,0,0,0,0,19153,7.0,18170,217,40,1249,1879,21.7,1915.3,130,3,1,9,12,12,0,0,0,1,17904,6.4,16291,177,44,17.7,1790.4,0.0,0.10344827586206896,0.5714285714285714,9.860266850081565,9.807582195649056,9.792835282432533,9.698429468768303,7.558151522474449,7.490752716041095
10,0,1,2,1,1,1,0,1,1,14780,6.0,14277,188,44,3568,2926,18.8,1478.0,6,0,0,1,2,0,0,0,0,0,11212,4.8,11351,132,27,13.2,1121.2,1.0,0.625,0.6666666666666666,9.601097851212073,9.566475170062406,9.324829098460881,9.337149218839878,7.2991214627108,7.023046323316872
13,3,0,6,12,5,1,1,0,0,15716,6.8,17135,189,46,-3393,-1177,18.9,1571.6,14,3,1,12,6,19,0,0,0,0,19109,6.8,18312,206,44,20.6,1910.9,1.0,0.48148148148148145,0.3333333333333333,9.662498208076329,9.74893679268753,9.857967037234319,9.81536646914095,7.360485579557416,7.555852790988358
24,2,1,6,5,6,0,0,0,0,15871,6.6,17106,195,45,-245,-278,19.5,1587.1,14,2,0,5,6,6,1,1,0,0,16116,7.0,17384,221,45,22.1,1611.6,0.0,0.631578947368421,0.5454545454545454,9.672311829524654,9.747243015452291,9.687629894522718,9.763363044441961,7.370293612116601,7.3856030622509214
80,4,0,9,5,6,2,1,1,0,18419,7.6,19957,246,56,1773,1953,24.6,1841.9,13,3,1,5,9,7,0,0,0,0,16646,6.8,18004,244,50,24.4,1664.6,1.0,0.8602150537634409,0.6428571428571429,9.821192309809298,9.901385344444257,9.719985298994011,9.798404776082975,7.519095696837992,7.417940697860704
17,3,1,8,6,8,1,1,0,0,16563,7.2,18469,199,46,498,244,19.9,1656.3,14,2,0,6,8,2,0,0,0,0,16065,7.0,18225,209,41,20.9,1606.5,1.0,0.5483870967741935,0.5714285714285714,9.714986944665458,9.823903073193286,9.684460516733758,9.810604425056072,7.4129450511294985,7.382435456111774
17,2,1,12,9,8,0,0,0,0,19355,7.6,20151,208,60,2070,1019,20.8,1935.5,12,3,0,9,12,9,0,0,0,0,17285,7.2,19132,217,51,21.7,1728.5,0.0,0.5862068965517241,0.5714285714285714,9.87075772791321,9.911058818032446,9.757652204312583,9.859169871885003,7.568637498954807,7.4555876283772236
16,5,0,1,2,1,1,0,1,0,13840,6.8,17099,225,44,-2131,-2173,22.5,1384.0,20,3,1,2,1,1,1,1,0,0,15971,7.2,19272,264,64,26.4,1597.1,0.5,0.4444444444444444,0.3333333333333333,9.535390480896702,9.746833742490752,9.678592468183112,9.866460431699052,7.233455418621439,7.376570702591063
13,1,0,6,6,5,0,0,0,0,16248,7.4,19928,204,64,131,1207,20.4,1624.8,14,1,1,6,6,4,0,0,0,0,16117,7.0,18721,211,44,21.1,1611.7,0.0,0.48148148148148145,0.5,9.695786647402777,9.899931236333352,9.687691938884457,9.83745458193169,7.393755281312472,7.38566507198647
21,6,1,4,3,5,2,1,1,0,17003,6.8,18427,239,64,1634,546,23.9,1700.3,22,7,0,3,4,4,0,0,0,0,15369,7.0,17881,261,29,26.1,1536.9,1.0,0.4883720930232558,0.5714285714285714,9.741203889478681,9.821626526055807,9.640172836532642,9.791549899295264,7.439147943688092,7.338173128445878
13,4,1,12,7,15,1,1,0,0,19933,7.2,18730,219,60,2473,565,21.9,1993.3,17,1,0,7,12,8,0,0,0,0,17460,7.0,18165,200,39,20.0,1746.0,1.0,0.43333333333333335,0.631578947368421,9.900182095527402,9.837935184295892,9.767725101522128,9.80730699406216,7.598048390559176,7.465655310134056
18,2,0,4,6,0,0,0,0,0,14827,6.6,17370,207,55,-2713,-1237,20.7,1482.7,20,6,1,6,4,11,2,1,1,0,17540,7.2,18607,247,56,24.7,1754.0,0.0,0.47368421052631576,0.4,9.604272564270623,9.762557428101923,9.77229627684378,9.831346874758445,7.302294246956748,7.470224135899966
16,3,0,8,6,7,1,1,0,0,17104,7.0,18350,223,64,-111,1062,22.3,1710.4,36,2,1,6,8,8,1,0,1,1,17215,6.8,17288,201,48,20.1,1721.5,0.5,0.3076923076923077,0.5714285714285714,9.747126097411705,9.817439347910675,9.75359446296151,9.757825740104776,7.445067027983955,7.451532002887814
16,1,1,4,9,2,0,0,0,0,15285,6.8,16734,194,49,-974,-815,19.4,1528.5,40,3,0,9,4,12,1,1,0,0,16259,6.6,17549,184,33,18.4,1625.9,0.0,0.2857142857142857,0.3076923076923077,9.63469265580283,9.725257613645427,9.696463383101802,9.772809228894012,7.332696163590958,7.394431642515125
13,1,1,1,3,0,0,0,0,0,14118,7.0,17794,215,64,-2079,-538,21.5,1411.8,14,1,0,3,1,4,0,0,0,0,16197,7.0,18332,244,53,24.4,1619.7,0.0,0.48148148148148145,0.25,9.555276687009526,9.786672797944293,9.692643056808935,9.816457993563025,7.253328829849695,7.390613433664074
17,4,0,7,4,6,1,1,0,0,17329,7.4,19569,239,54,1257,1123,23.9,1732.9,14,2,1,4,7,3,0,0,0,0,16072,7.2,18446,242,57,24.2,1607.2,1.0,0.5483870967741935,0.6363636363636364,9.760194382709651,9.881753060390121,9.684896124569141,9.82265703462158,7.458128485550628,7.382870820114048
38,4,0,9,9,14,1,1,0,0,17630,7.0,18364,230,50,13,2012,23.0,1763.0,15,2,1,9,9,10,0,0,0,0,17617,6.4,16352,165,42,16.5,1761.7,1.0,0.7169811320754716,0.5,9.77741399528076,9.818201958253768,9.776676385669742,9.70216664573239,7.475339236566737,7.4746020034259075
14,4,0,11,7,13,1,1,0,0,18877,7.2,19556,209,54,1711,1767,20.9,1887.7,15,3,1,7,11,7,0,0,0,0,17166,7.0,17789,215,46,21.5,1716.6,1.0,0.4827586206896552,0.6111111111111112,9.84575250188489,9.88108855759265,9.75074421527093,9.786391780659882,7.543644040701801,7.448683246564571
16,2,0,6,3,5,1,1,0,0,15690,6.8,17299,214,44,903,1110,21.4,1569.0,13,2,1,3,6,3,0,0,0,0,14787,6.8,16189,199,52,19.9,1478.7,1.0,0.5517241379310345,0.6666666666666666,9.660842578559068,9.75846178048587,9.601571320056523,9.69214904667168,7.358830898342354,7.299594643508488
16,20,1,4,4,4,0,0,0,0,16156,6.8,17794,260,46,152,-722,26.0,1615.6,49,5,0,4,4,3,0,0,0,0,16004,7.0,18516,249,55,24.9,1600.4,0.0,0.24615384615384617,0.5,9.69010867127683,9.786672797944293,9.680656452403964,9.826444508037817,7.388080457299744,7.378633525638533
14,3,0,8,4,8,0,0,0,0,16733,7.4,19524,193,57,479,929,19.3,1673.3,17,4,1,4,8,3,1,1,0,0,16254,7.0,18595,233,67,23.3,1625.4,0.0,0.45161290322580644,0.6666666666666666,9.725197856855544,9.879450974707886,9.696155832738006,9.830701782810475,7.423150446462498,7.394124262314137
16,3,1,8,9,11,1,1,0,0,16894,6.6,17233,203,50,-1529,82,20.3,1689.4,23,1,0,9,8,11,1,0,1,1,18423,6.8,17151,232,37,23.2,1842.3,0.5,0.41025641025641024,0.47058823529411764,9.73477299914839,9.754639455799712,9.82140944150052,9.749870063870528,7.432720466301847,7.519312722502128
21,3,0,5,1,2,1,1,0,0,17051,7.6,20109,259,81,2358,2590,25.9,1705.1,17,4,1,1,5,0,0,0,0,0,14693,6.8,17519,248,57,24.8,1469.3,1.0,0.5526315789473685,0.8333333333333334,9.744022777885101,9.908972482766698,9.595194526180222,9.771098364490383,7.441965342980864,7.293221740583611
14,4,0,6,10,9,0,0,0,0,14711,6.4,15177,154,45,-2263,-2155,15.4,1471.1,17,2,1,10,6,11,1,1,0,0,16974,6.8,17332,196,40,19.6,1697.4,0.0,0.45161290322580644,0.375,9.596418766284158,9.627602289963859,9.739496952426897,9.76036747794131,7.294445231763968,7.437441910389047
15,1,1,7,4,7,0,0,0,0,16985,7.2,18420,248,32,992,393,24.8,1698.5,14,1,0,4,7,5,1,1,0,0,15993,6.6,18027,229,65,22.9,1599.3,0.0,0.5172413793103449,0.6363636363636364,9.740144754339955,9.821246597152218,9.679968930891835,9.799681383810539,7.438089369136171,7.377946390651944
10,1,0,5,12,6,0,0,0,0,15299,7.0,17019,169,58,-3111,-2286,16.9,1529.9,15,2,1,12,5,10,0,0,0,0,18410,7.0,19305,178,56,17.8,1841.0,0.0,0.4,0.29411764705882354,9.635608107380527,9.742144402127366,9.820703591057207,9.86817120740856,7.333611076738036,7.518607216815252
17,2,0,2,9,2,0,0,0,0,13889,6.4,16133,200,52,-4479,-2696,20.0,1388.9,13,4,1,9,2,12,0,0,0,0,18368,7.0,18829,239,48,23.9,1836.8,0.0,0.5666666666666667,0.18181818181818182,9.53892443574839,9.68868412549692,9.818419740146064,9.843206621651198,7.236987081090713,7.516324483066785
13,1,1,5,7,6,0,0,0,0,15738,6.8,16794,191,56,-1712,-2334,19.1,1573.8,16,3,0,7,5,9,1,1,0,0,17450,7.2,19128,222,66,22.2,1745.0,0.0,0.4482758620689655,0.4166666666666667,9.6638969875516,9.728836502046393,9.767152232578871,9.858960787152654,7.361883559069582,7.465082736399547
16,6,1,4,5,5,0,0,0,0,15717,6.8,17679,224,44,-527,-208,22.4,1571.7,62,4,0,5,4,9,1,1,0,0,16244,6.8,17887,199,75,19.9,1624.4,0.0,0.20512820512820512,0.4444444444444444,9.662561831426121,9.780189336191635,9.6955404481032,9.791885375954825,7.36054916649668,7.393509218319105
14,3,0,2,5,3,1,1,0,0,14606,7.0,17820,221,65,-1605,237,22.1,1460.6,23,2,1,5,2,7,0,0,0,0,16211,7.0,17583,235,44,23.5,1621.1,1.0,0.3783783783783784,0.2857142857142857,9.589256144850811,9.7881328161731,9.693506987748199,9.774744676643403,7.287287005063797,7.391476885056068
21,2,0,4,6,8,0,0,0,0,15235,6.8,17736,208,59,-1089,378,20.8,1523.5,17,4,1,6,4,8,1,1,0,0,16324,6.6,17358,208,50,20.8,1632.4,0.0,0.5526315789473685,0.4,9.631416327598494,9.783408132205587,9.700452954144632,9.761866382868549,7.329421766428309,7.398419010924175
17,1,1,6,2,5,1,0,1,0,17834,7.2,19145,276,44,3797,2242,27.6,1783.4,10,1,0,2,6,3,1,1,0,0,14037,6.8,16903,202,48,20.2,1403.7,0.5,0.6296296296296297,0.75,9.788918097792992,9.859849095506299,9.549523217290366,9.735305559295893,7.48683750325411,7.247579035836864
17,5,0,7,6,12,0,0,0,0,17518,7.2,18342,242,46,1807,932,24.2,1751.8,52,4,1,6,7,9,2,1,1,0,15711,6.8,17410,198,60,19.8,1571.1,0.0,0.2463768115942029,0.5384615384615384,9.771041285235823,9.817003309314352,9.662180030594246,9.764857469366598,7.468969788281257,7.360167584197468
16,3,1,8,7,11,0,0,0,0,17592,7.0,18440,224,46,1635,1705,22.4,1759.2,16,2,0,7,8,7,0,0,0,0,15957,6.4,16735,195,42,19.5,1595.7,0.0,0.5,0.5333333333333333,9.775256374639046,9.822331725575118,9.677715549868227,9.72531736686465,7.473182717939712,7.375694278345656
38,2,1,5,7,6,1,1,0,0,16571,7.0,18777,220,65,88,413,22.0,1657.1,20,3,0,7,5,7,0,0,0,0,16483,7.0,18364,202,46,20.2,1648.3,1.0,0.6551724137931034,0.4166666666666667,9.715469803197292,9.840441250818493,9.710145492458707,9.818201958253768,7.413427647507327,7.408106234454107
19,1,1,8,4,5,1,1,0,1,18355,7.0,18790,218,54,2756,1683,21.8,1835.5,13,5,0,4,8,5,0,0,0,0,15599,6.8,17107,200,57,20.0,1559.9,1.0,0.59375,0.6666666666666666,9.817711775514724,9.841133310789152,9.655026193237628,9.7473014693468,7.515616865259722,7.353017856964367
11,1,0,3,8,5,1,1,0,0,14527,6.4,16646,221,44,-4267,-2746,22.1,1452.7,15,2,1,8,3,8,1,0,1,1,18794,7.2,19392,238,68,23.8,1879.4,0.5,0.4230769230769231,0.2727272727272727,9.583833100841074,9.719985298994011,9.841346155998279,9.872667455196241,7.281867309432279,7.539239799149976
20,0,0,8,12,9,0,0,0,0,16830,7.0,17100,206,59,-1619,265,20.6,1683.0,21,4,1,12,8,19,1,0,1,0,18449,7.0,16835,158,45,15.8,1844.9,0.0,0.4878048780487805,0.4,9.730977703126166,9.746892220313054,9.822819649468673,9.731274729890462,7.428927194802272,7.520722242414554
13,11,0,5,9,6,0,0,0,0,14826,6.8,16490,176,40,-2907,-3389,17.6,1482.6,38,0,1,9,5,2,1,1,0,0,17733,7.4,19879,229,65,22.9,1773.3,0.0,0.2549019607843137,0.35714285714285715,9.604205122018026,9.71057005652877,9.783238979939952,9.897469480210566,7.302226845615436,7.481161257929534
19,1,1,3,8,4,1,0,1,0,15314,7.0,17245,207,61,-1891,-1211,20.7,1531.4,11,5,0,8,3,6,0,0,0,0,17205,7.2,18456,226,44,22.6,1720.5,1.0,0.6333333333333333,0.2727272727272727,9.636588019266876,9.75533551151227,9.753013439181293,9.823198981307291,7.334590412826494,7.450951282778578
14,2,1,3,4,3,1,1,0,0,15718,6.8,17585,256,57,86,-315,25.6,1571.8,19,1,0,4,3,6,0,0,0,0,15632,6.8,17900,220,42,22.0,1563.2,1.0,0.42424242424242425,0.42857142857142855,9.662625450728237,9.774858409938947,9.657139343577324,9.792611856190192,7.360612749392902,7.355129790167511
52,7,0,6,5,11,1,1,0,0,15975,6.6,16937,197,46,-166,-337,19.7,1597.5,19,4,1,5,6,4,0,0,0,0,16141,6.8,17274,231,39,23.1,1614.1,1.0,0.7323943661971831,0.5454545454545454,9.67884287509565,9.737314897481545,9.689179849884317,9.757015648635871,7.376820968499896,7.387152153244467
44,5,1,9,8,9,1,1,0,0,17375,7.2,18906,210,46,-522,269,21.0,1737.5,16,0,0,8,9,7,1,0,1,1,17897,7.0,18637,190,46,19.0,1789.7,0.5,0.7333333333333333,0.5294117647058824,9.762845222733661,9.847287502847928,9.792444253742804,9.8329577863456,7.460777951447916,7.490361883842714
22,5,0,3,2,1,1,0,1,0,16246,7.2,19387,253,60,2679,3685,25.3,1624.6,13,2,1,2,3,2,1,1,0,0,13567,6.6,15702,169,60,16.9,1356.7,0.5,0.6285714285714286,0.6,9.69566355532975,9.872409596965266,9.515469358031684,9.661607055884954,7.393632257384163,7.213547370606236
14,2,0,4,8,4,1,1,0,0,14439,6.6,16198,196,41,-2975,-2024,19.6,1443.9,39,1,1,8,4,10,0,0,0,0,17414,7.0,18222,235,40,23.5,1741.4,1.0,0.2641509433962264,0.3333333333333333,9.577757412446818,9.692704790920137,9.765087182800102,9.810439811486056,7.275795393999566,7.463018752178696
22,6,1,5,10,6,1,0,1,0,17677,7.0,18225,269,51,1285,1300,26.9,1767.7,18,5,0,10,5,9,1,1,0,0,16392,6.6,16925,173,44,17.3,1639.2,0.5,0.55,0.3333333333333333,9.780076207620894,9.810604425056072,9.704609693426455,9.736606180230051,7.478000092440748,7.402573464602311
15,3,1,7,6,6,0,0,0,0,16946,7.4,19649,221,76,714,1650,22.1,1694.6,12,5,0,6,7,7,0,0,0,0,16232,6.8,17999,215,58,21.5,1623.2,0.0,0.5555555555555556,0.5384615384615384,9.737846105993372,9.885832617297407,9.694801486310846,9.798127036878302,7.435791939478482,7.39277066584831
13,2,0,3,6,1,0,0,0,0,14980,6.8,17697,210,59,-2958,-1627,21.0,1498.0,43,4,1,6,3,4,1,1,0,0,17938,7.2,19324,268,65,26.8,1793.8,0.0,0.23214285714285715,0.3333333333333333,9.614538010517382,9.781206917827296,9.79473239269909,9.869154873455622,7.312553498102598,7.492648874101828
17,3,0,5,9,7,1,0,1,0,16096,7.0,17359,224,45,-581,146,22.4,1609.6,16,2,1,9,5,8,0,0,0,0,16677,6.8,17213,204,43,20.4,1667.7,1.0,0.5151515151515151,0.35714285714285715,9.68638819820623,9.761923988214342,9.72184576464693,9.75347828520942,7.384362059361444,7.4198001591528575
15,1,0,0,4,0,0,0,0,0,13580,6.4,16571,207,48,-4279,-4529,20.7,1358.0,37,2,1,4,0,2,2,1,1,0,17859,7.6,21100,266,82,26.6,1785.9,0.0,0.28846153846153844,0.0,9.516427036104067,9.715469803197292,9.79031885443049,9.957075711706057,7.214504414151143,7.488237553884615
31,1,1,3,4,4,1,0,1,1,17064,7.0,18451,263,52,1167,-1436,26.3,1706.4,15,1,0,4,3,5,1,1,0,0,15897,7.2,19887,214,72,21.4,1589.7,0.5,0.6739130434782609,0.42857142857142855,9.744784861340808,9.822928044677711,9.673948594133059,9.897871813750493,7.4427270245762065,7.371929449904314
17,2,1,12,2,11,0,0,0,0,18927,7.4,19861,231,44,4006,3678,23.1,1892.7,16,2,0,2,12,2,0,0,0,0,14921,6.4,16183,176,60,17.6,1492.1,0.0,0.5151515151515151,0.8571428571428571,9.848397586218168,9.896563637463304,9.61059191303146,9.691778378847582,7.54628786626886,7.308609774532618
13,2,1,7,6,7,0,0,0,0,16920,7.0,17906,204,60,1563,901,20.4,1692.0,16,3,0,6,7,8,0,0,0,0,15357,6.8,17005,178,56,17.8,1535.7,0.0,0.4482758620689655,0.5384615384615384,9.736310733068626,9.79294697683676,9.639391789890489,9.741321501945738,7.4342573821331355,7.337392539061287
15,3,1,3,7,2,0,0,0,0,14756,6.6,16229,226,48,-2175,-2386,22.6,1475.6,15,3,0,7,3,9,0,0,0,0,16931,7.2,18615,233,50,23.3,1693.1,0.0,0.5,0.3,9.59947282546345,9.694616660508636,9.736960601640813,9.831776704982127,7.297497426625065,7.4349069053469
14,3,1,5,5,3,0,0,0,0,15723,6.8,17400,242,35,451,1157,24.2,1572.3,15,3,0,5,5,5,0,0,0,0,15272,6.8,16243,234,24,23.4,1527.2,0.0,0.4827586206896552,0.5,9.662943486541751,9.76428295481558,9.633841842570446,9.69547888880619,7.360930603246378,7.331845851213466
12,0,0,1,9,1,1,1,0,0,13727,6.6,16509,207,62,-5000,-4822,20.7,1372.7,27,2,1,9,1,6,0,0,0,0,18727,7.6,21331,254,77,25.4,1872.7,1.0,0.3076923076923077,0.1,9.527192821727743,9.711721536914174,9.837775009170747,9.967963571720492,7.225263108331159,7.535670364604467
18,5,1,8,3,5,0,0,0,0,16818,7.0,18454,231,45,3138,2806,23.1,1681.8,16,1,0,3,8,0,2,1,1,0,13680,6.4,15648,196,51,19.6,1368.0,0.0,0.5294117647058824,0.7272727272727273,9.730264478727433,9.8230906154641,9.523763287920113,9.658162296163171,7.428214351716366,7.221835825288449
14,1,0,7,9,8,0,0,0,1,18072,7.2,18740,221,40,222,1327,22.1,1807.2,12,3,1,9,7,10,1,1,0,0,17850,6.8,17413,202,51,20.2,1785.0,0.0,0.5384615384615384,0.4375,9.802174390835638,9.838468916161679,9.789814808047552,9.765029759388561,7.500087154303266,7.487733761436444
47,1,0,7,5,11,0,0,0,0,16544,6.8,17758,196,32,732,280,19.6,1654.4,18,1,1,5,7,5,1,1,0,0,15812,6.8,17478,199,58,19.9,1581.2,0.0,0.7230769230769231,0.5833333333333334,9.713839220355712,9.784647708654596,9.668587665523317,9.768755439335086,7.411797950451295,7.366571562587296
40,4,0,4,5,4,0,0,0,0,15284,6.8,17975,221,53,-188,899,22.1,1528.4,15,4,1,5,4,6,0,0,0,0,15472,6.8,17076,226,44,22.6,1547.2,0.0,0.7272727272727273,0.4444444444444444,9.634627234324935,9.796792813865165,9.646851848489673,9.745487807887239,7.332630780610125,7.344848244770613
17,1,0,10,10,3,0,0,0,0,16993,7.2,19167,195,61,-1019,699,19.5,1699.3,29,5,1,10,10,10,0,0,0,0,18012,7.2,18468,202,38,20.2,1801.2,0.0,0.3695652173913043,0.5,9.740615619563487,9.860997500915175,9.798848998423558,9.823848929875911,7.43855998506344,7.496763419800937
17,1,0,9,3,9,1,1,0,1,18695,7.2,19263,245,56,4298,2299,24.5,1869.5,13,2,1,3,9,2,1,0,1,0,14397,6.8,16964,190,56,19.0,1439.7,0.5,0.5666666666666667,0.75,9.836064876218694,9.865993348108548,9.574844587029249,9.73890767721833,7.533961053788201,7.272884385567427
12,1,0,5,10,4,1,1,0,0,16107,6.8,17630,229,54,-2534,-1019,22.9,1610.7,13,4,1,10,5,14,1,0,1,0,18641,7.2,18649,204,41,20.4,1864.1,0.5,0.48,0.3333333333333333,9.687071321971345,9.77741399528076,9.833172378621102,9.833601425071961,7.3850448015286725,7.531069949943402
17,2,0,3,5,4,0,0,0,0,13794,6.0,14884,183,38,-4000,-2533,18.3,1379.4,14,5,1,5,3,5,0,0,0,1,17794,6.8,17417,245,44,24.5,1779.4,0.0,0.5483870967741935,0.375,9.532061486651386,9.608109273449877,9.786672797944293,9.765259433252686,7.230128591223848,7.4845933371417
58,4,1,3,7,4,1,1,0,0,13957,6.4,16250,187,48,-2788,-1304,18.7,1395.7,15,5,0,7,3,10,0,0,0,0,16745,6.8,17554,210,48,21.0,1674.5,1.0,0.7945205479452054,0.3,9.543808099577097,9.69590972432601,9.725914702764378,9.773094088602532,7.241867590311726,7.4238669071773655
18,0,1,14,4,15,0,0,0,0,20075,7.0,18552,220,53,5853,3870,22.0,2007.5,15,0,0,4,14,6,0,0,0,0,14222,6.2,14682,179,36,17.9,1422.2,0.0,0.5454545454545454,0.7777777777777778,9.907280350774824,9.828386780026877,9.562615651570228,9.594445640962938,7.605143453799337,7.260663136351625
14,2,0,2,5,3,0,0,0,0,15128,7.0,17938,251,53,-860,-334,25.1,1512.8,17,2,1,5,2,9,1,1,0,0,15988,7.0,18272,226,52,22.6,1598.8,0.0,0.45161290322580644,0.2857142857142857,9.624368710744834,9.79473239269909,9.67965626478542,9.813179839504594,7.322378324875067,7.377633900414722
12,2,1,10,6,5,0,0,0,0,17142,7.0,18615,221,45,2121,1813,22.1,1714.2,16,0,0,6,10,3,0,0,0,0,15021,6.4,16802,200,31,20.0,1502.1,0.0,0.42857142857142855,0.625,9.749345206007481,9.831776704982127,9.617271072245957,9.729312720877942,7.447284970876483,7.31528492113918
22,2,0,8,6,9,0,0,0,0,17100,7.2,18774,213,55,825,318,21.3,1710.0,15,2,1,6,8,10,1,1,0,0,16275,7.2,18456,196,56,19.6,1627.5,0.0,0.5945945945945946,0.5714285714285714,9.746892220313054,9.840281476632336,9.697446909121581,9.823198981307291,7.444833273892193,7.395414624716288
16,2,0,9,10,9,0,0,0,0,17776,6.8,17464,211,33,90,-540,21.1,1777.6,15,2,1,10,9,10,0,0,0,0,17686,6.8,18004,203,44,20.3,1768.6,0.0,0.5161290322580645,0.47368421052631576,9.785660765922685,9.767954157240933,9.780585185434793,9.798404776082975,7.48358181696554,7.478508811328016
14,2,0,4,7,4,0,0,0,0,15018,6.6,17474,200,50,-1910,-1781,20.0,1501.8,36,2,1,7,4,6,0,0,0,0,16928,7.2,19255,227,43,22.7,1692.8,0.0,0.28,0.36363636363636365,9.61707134520558,9.768526567102011,9.73678340663725,9.865577979462907,7.3150853136998135,7.434729804487499
15,3,1,4,5,3,0,0,0,0,15600,6.8,17354,229,57,-226,-157,22.9,1560.0,41,2,0,5,4,6,0,0,0,0,15826,6.6,17511,191,44,19.1,1582.6,0.0,0.26785714285714285,0.4444444444444444,9.65509029374725,9.761635928295886,9.669472621333282,9.7706416392027,7.353081920515432,7.3674560152319755
16,2,1,10,11,9,0,0,0,0,19029,7.4,19459,234,49,340,1086,23.4,1902.9,11,3,0,11,10,14,0,0,0,0,18689,7.2,18373,182,40,18.2,1868.9,0.0,0.5925925925925926,0.47619047619047616,9.853771960290196,9.876116355739995,9.835743900449609,9.818691900831412,7.551659692963631,7.533640232482915
20,3,0,8,9,7,2,1,1,0,17299,7.0,18331,218,48,-1143,-1447,21.8,1729.9,16,7,1,9,8,6,0,0,0,0,18442,7.2,19778,233,60,23.3,1844.2,1.0,0.5555555555555556,0.47058823529411764,9.75846178048587,9.816403445629014,9.822440173682805,9.89237604778141,7.4563967834323535,7.5203429516836655
14,4,0,5,6,7,1,1,0,0,16227,7.2,19425,221,68,131,735,22.1,1622.7,17,3,1,6,5,8,0,0,0,0,16096,7.0,18690,206,44,20.6,1609.6,1.0,0.45161290322580644,0.45454545454545453,9.694493424326337,9.874367653962276,9.68638819820623,9.835797403566177,7.392462774593069,7.384362059361444
23,4,1,9,7,7,0,0,0,0,18351,7.0,19205,222,57,2556,3518,22.2,1835.1,19,3,0,7,9,11,1,1,0,0,15795,6.6,15687,170,53,17.0,1579.5,0.0,0.5476190476190477,0.5625,9.817493839369153,9.862978009197919,9.66751202240654,9.660651367876183,7.515399035928141,7.365496531655673
83,2,1,5,5,7,0,0,0,0,16560,7.0,18547,225,50,761,830,22.5,1656.0,38,3,0,5,5,8,1,1,0,0,15799,6.8,17717,225,47,22.5,1579.9,0.0,0.6859504132231405,0.5,9.714805812589491,9.82811724551135,9.667765219015058,9.782336350971978,7.4127640174265625,7.365749584102142
12,2,0,5,7,6,1,1,0,0,16484,6.6,17799,242,44,-94,-844,24.2,1648.4,13,4,1,7,5,7,0,0,0,0,16578,7.0,18643,201,48,20.1,1657.8,1.0,0.48,0.4166666666666667,9.710206155505832,9.786953736280177,9.715892113239466,9.833279657492632,7.408166864399255,7.4138497283722264
20,4,1,12,6,9,1,1,0,0,18259,7.2,19685,218,48,2254,1555,21.8,1825.9,17,4,0,6,12,3,0,0,0,0,16005,7.0,18130,215,42,21.5,1600.5,1.0,0.5405405405405406,0.6666666666666666,9.81246815414896,9.887663002189157,9.680718930926991,9.805378459425809,7.510375820342524,7.378695969049213
12,1,0,9,6,14,0,0,0,0,17385,7.0,18061,208,36,978,372,20.8,1738.5,18,3,1,6,9,7,1,0,1,0,16407,7.0,17689,226,54,22.6,1640.7,0.0,0.4,0.6,9.76342056363901,9.801565562810744,9.705524299752216,9.780754787153832,7.461352994591997,7.403487569300473
